,Player Name,Nation,Squad,Competition,Matches Played,Minutes Played,Gls 90,Ast 90,G+A 90,xG 90,xAG 90,Position,Age,Yellow Cards,Red Cards,Fouls commited,Fouls Drawn,Interceptions,Loose Ball Recovered,Aerial Duels Won %,Crosses,Shots on Target pr 90,Shots Total pr 90,Goals pr shot,Goals pr Shot on target,Average shooting distance,Short Cmp %,Medium Cmp%,Long Cmp%,Passes lead to shot,Completed passes into 1/3 offensive pitch,Completed passes into penalty area,Completed crosses into penalty area,Progressive passes,Tackles,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Tackle succes %,Number of times dribbled,Blocks total (shots+passes),Shots blocked,Passes blocked,Clearances,Shot creating actions 90,Completed liveball passes lead to shot,Completed deadball passes lead to shot,Succesfull dribbles lead to shot,Shot lead to another shot,Fouls Drawn lead to shot,Defensive actions lead to shot,Goal Creating Action 90,liveball passes lead to goal,Deadball passes lead to goal,Dribbles lead to goal,Shots that lead goal scoring shot,Fouls drawn lead to goal,Defensive actions lead to goal,Elo,market_value
784,ruben garcia,es ESP,Osasuna,es La Liga,11,425,0.21,0.42,0.64,0.28,0.19,MF,29.0,2,0,7,7,4,24.0,36.8,36,0.21,2.33,0.09,1.0,16.5,87.0,76.4,60.4,12.0,12.0,7.0,1.0,14.0,7.0,5.0,1.0,1.0,37.5,5.0,5.0,0.0,5.0,6.0,6.35,14.0,12.0,1.0,2.0,1.0,0.0,0.64,2.0,1.0,0.0,0.0,0.0,0.0,1668,6000000.0
785,unai garcia,es ESP,Osasuna,es La Liga,13,1116,0.0,0.08,0.08,0.02,0.0,DF,30.0,4,1,12,2,16,59.0,53.8,2,0.08,0.32,0.0,0.0,13.3,89.8,88.3,50.9,2.0,31.0,1.0,1.0,26.0,12.0,8.0,2.0,2.0,70.0,3.0,17.0,11.0,6.0,43.0,0.24,2.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1668,2500000.0
789,johan gastien,fr FRA,Clermont Foot,fr Ligue 1,14,1213,0.07,0.15,0.22,0.03,0.08,MF,34.0,4,0,6,14,17,121.0,50.0,27,0.3,0.67,0.11,0.25,25.9,89.1,88.0,63.0,14.0,102.0,11.0,2.0,81.0,30.0,14.0,15.0,1.0,32.7,35.0,18.0,5.0,13.0,15.0,2.67,23.0,12.0,0.0,1.0,0.0,0.0,0.52,3.0,4.0,0.0,0.0,0.0,0.0,1530,800000.0
791,gavi,es ESP,Barcelona,es La Liga,14,803,0.0,0.11,0.11,0.02,0.17,MF,18.0,2,0,34,17,9,43.0,63.2,19,0.0,0.56,0.0,0.0,18.0,93.9,87.9,70.0,17.0,38.0,14.0,2.0,24.0,14.0,2.0,8.0,4.0,54.5,5.0,9.0,1.0,8.0,5.0,3.82,27.0,0.0,2.0,0.0,2.0,3.0,0.22,1.0,0.0,1.0,0.0,0.0,0.0,1883,90000000.0
792,dennis geiger,de GER,Hoffenheim,de Bundesliga,14,1001,0.09,0.18,0.27,0.01,0.14,MF,24.0,4,0,17,7,11,66.0,33.3,21,0.18,0.27,0.33,0.5,24.5,94.5,88.7,69.0,22.0,48.0,7.0,0.0,49.0,22.0,7.0,14.0,1.0,52.6,9.0,15.0,2.0,13.0,5.0,3.15,26.0,7.0,1.0,0.0,0.0,1.0,0.27,2.0,1.0,0.0,0.0,0.0,0.0,1683,9000000.0
794,valentin gendrey,fr FRA,Lecce,it Serie A,15,1184,0.0,0.0,0.0,0.0,0.05,DF,22.0,3,0,11,14,17,80.0,45.5,24,0.0,0.15,0.0,0.0,26.1,87.0,72.5,30.7,7.0,26.0,5.0,2.0,38.0,35.0,25.0,8.0,2.0,56.0,11.0,18.0,2.0,16.0,38.0,1.07,10.0,1.0,1.0,0.0,2.0,0.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0,1545,2600000.0
796,yannick gerhardt,de GER,Wolfsburg,de Bundesliga,10,700,0.39,0.0,0.39,0.38,0.09,MF,28.0,1,0,8,7,3,41.0,26.1,5,0.64,1.67,0.23,0.6,12.7,81.5,80.4,59.3,9.0,24.0,4.0,1.0,29.0,10.0,5.0,1.0,4.0,40.0,6.0,9.0,2.0,7.0,7.0,2.44,14.0,0.0,0.0,3.0,1.0,1.0,0.39,3.0,0.0,0.0,0.0,0.0,0.0,1731,6000000.0
798,gerson,br BRA,Marseille,fr Ligue 1,10,417,0.43,0.0,0.43,0.18,0.06,MF,25.0,1,0,16,16,2,20.0,57.1,3,1.29,1.94,0.22,0.33,15.8,89.7,79.7,58.3,4.0,15.0,4.0,0.0,15.0,6.0,1.0,4.0,1.0,60.0,2.0,5.0,0.0,5.0,4.0,2.6,9.0,0.0,1.0,0.0,2.0,0.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,1737,18000000.0
799,paolo ghiglione,it ITA,Cremonese,it Serie A,5,377,0.0,0.24,0.24,0.02,0.06,DF,25.0,2,0,5,3,3,20.0,33.3,24,0.0,0.72,0.0,0.0,24.7,66.7,56.3,38.5,5.0,9.0,9.0,7.0,10.0,5.0,3.0,2.0,0.0,37.5,5.0,7.0,4.0,3.0,7.0,1.91,7.0,1.0,0.0,0.0,0.0,0.0,0.48,2.0,0.0,0.0,0.0,0.0,0.0,1473,1600000.0
802,morgan gibbs white,eng ENG,Nott'ham Forest,eng Premier League,13,1036,0.17,0.17,0.35,0.19,0.18,FW,22.0,1,0,9,9,7,52.0,37.3,58,0.43,1.74,0.1,0.4,18.4,73.9,77.1,33.3,20.0,27.0,21.0,3.0,31.0,8.0,3.0,2.0,3.0,62.5,3.0,3.0,2.0,1.0,6.0,3.56,23.0,11.0,4.0,2.0,0.0,1.0,0.17,0.0,2.0,0.0,0.0,0.0,0.0,1630,25000000.0
803,niko giesselmann,de GER,Union Berlin,de Bundesliga,11,656,0.0,0.27,0.27,0.06,0.17,DF,31.0,2,0,7,9,3,27.0,52.4,47,0.27,1.65,0.0,0.0,22.2,87.8,66.2,53.8,14.0,16.0,12.0,5.0,19.0,6.0,4.0,2.0,0.0,33.3,10.0,11.0,1.0,10.0,14.0,3.84,11.0,14.0,0.0,1.0,2.0,0.0,0.69,3.0,2.0,0.0,0.0,0.0,0.0,1750,2000000.0
804,samuel gigot,fr FRA,Marseille,fr Ligue 1,10,716,0.25,0.0,0.25,0.12,0.01,DF,29.0,4,2,18,5,20,37.0,80.0,0,0.38,0.63,0.4,0.67,8.9,88.0,91.9,56.4,1.0,18.0,2.0,0.0,15.0,9.0,4.0,3.0,2.0,60.0,2.0,10.0,3.0,7.0,30.0,0.75,6.0,0.0,0.0,0.0,0.0,0.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,1737,10000000.0
805,oscar gil,es ESP,Espanyol,es La Liga,11,868,0.0,0.1,0.1,0.02,0.17,DF,25.0,4,0,17,14,9,35.0,20.0,17,0.21,0.52,0.0,0.0,17.6,84.8,85.0,51.2,7.0,5.0,7.0,4.0,12.0,23.0,12.0,7.0,4.0,61.5,5.0,10.0,3.0,7.0,15.0,1.35,12.0,0.0,0.0,0.0,1.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1611,3000000.0
809,matthias ginter,de GER,Freiburg,de Bundesliga,15,1350,0.13,0.07,0.2,0.04,0.04,DF,28.0,2,0,10,15,20,86.0,68.9,4,0.33,0.6,0.22,0.4,13.6,87.4,90.7,62.1,6.0,67.0,4.0,0.0,54.0,18.0,10.0,7.0,1.0,57.1,9.0,19.0,10.0,9.0,54.0,1.0,13.0,0.0,0.0,1.0,1.0,0.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,1787,20000000.0
810,andrei girotto,br BRA,Nantes,fr Ligue 1,14,1242,0.0,0.07,0.07,0.05,0.05,DF,30.0,3,0,23,15,40,60.0,64.4,4,0.0,0.72,0.0,0.0,14.1,91.6,89.5,64.2,5.0,50.0,4.0,1.0,37.0,51.0,33.0,16.0,2.0,56.0,22.0,22.0,9.0,13.0,78.0,0.8,9.0,1.0,0.0,1.0,0.0,0.0,0.29,2.0,1.0,0.0,1.0,0.0,0.0,1592,4000000.0
811,olivier giroud,fr FRA,Milan,it Serie A,13,767,0.59,0.35,0.94,0.66,0.22,FW,36.0,3,1,11,13,1,17.0,66.1,1,0.94,4.34,0.11,0.5,12.4,67.0,63.6,28.6,11.0,4.0,2.0,0.0,7.0,2.0,1.0,1.0,0.0,33.3,2.0,5.0,1.0,4.0,7.0,2.58,16.0,0.0,0.0,4.0,2.0,0.0,0.35,1.0,0.0,0.0,2.0,0.0,0.0,1839,4000000.0
812,serge gnabry,de GER,Bayern Munich,de Bundesliga,15,832,0.87,0.32,1.19,0.56,0.25,FW,27.0,0,0,8,5,6,28.0,33.3,19,2.27,4.33,0.2,0.38,16.4,85.9,81.1,55.2,15.0,24.0,15.0,2.0,34.0,8.0,2.0,4.0,2.0,25.0,6.0,10.0,1.0,9.0,2.0,4.87,31.0,0.0,5.0,6.0,2.0,1.0,0.97,6.0,0.0,2.0,0.0,1.0,0.0,2016,65000000.0
815,aleksandr golovin,ru RUS,Monaco,fr Ligue 1,14,963,0.28,0.28,0.56,0.2,0.24,MF,26.0,1,0,12,11,13,56.0,35.3,40,1.12,2.43,0.12,0.25,20.0,77.3,81.9,47.2,23.0,32.0,23.0,2.0,44.0,23.0,7.0,12.0,4.0,41.9,18.0,12.0,0.0,12.0,4.0,5.23,37.0,10.0,3.0,3.0,3.0,0.0,0.56,5.0,1.0,0.0,0.0,0.0,0.0,1715,22000000.0
816,andre gomes,pt POR,Lille,fr Ligue 1,9,536,0.0,0.0,0.0,0.05,0.08,MF,29.0,2,0,21,6,3,49.0,66.7,4,0.17,1.18,0.0,0.0,22.0,89.6,91.3,58.7,6.0,35.0,7.0,0.0,31.0,15.0,4.0,6.0,5.0,35.0,13.0,8.0,3.0,5.0,9.0,3.02,16.0,1.0,0.0,1.0,0.0,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,1701,14000000.0
817,angel gomes,eng ENG,Lille,fr Ligue 1,14,1097,0.08,0.08,0.16,0.13,0.1,MF,22.0,3,0,25,20,5,58.0,14.3,31,0.57,1.72,0.05,0.14,23.7,90.9,92.1,60.2,13.0,77.0,8.0,0.0,54.0,18.0,6.0,6.0,6.0,46.7,8.0,10.0,2.0,8.0,4.0,2.95,23.0,7.0,2.0,0.0,4.0,0.0,0.33,4.0,0.0,0.0,0.0,0.0,0.0,1701,13000000.0
820,joe gomez,eng ENG,Liverpool,eng Premier League,12,887,0.0,0.0,0.0,0.01,0.02,DF,25.0,2,0,9,4,13,83.0,57.1,2,0.0,0.3,0.0,0.0,20.3,86.8,92.1,60.1,1.0,79.0,1.0,0.0,49.0,21.0,12.0,7.0,2.0,69.2,4.0,9.0,6.0,3.0,29.0,1.22,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000,30000000.0
822,moi gomez,es ESP,Osasuna,es La Liga,14,1139,0.08,0.08,0.16,0.07,0.21,MF,28.0,2,0,7,10,6,67.0,25.0,66,0.24,0.79,0.1,0.33,22.6,93.9,85.0,63.6,30.0,62.0,21.0,5.0,51.0,10.0,5.0,4.0,1.0,54.5,5.0,6.0,2.0,4.0,2.0,4.35,38.0,13.0,1.0,2.0,1.0,0.0,0.4,4.0,1.0,0.0,0.0,0.0,0.0,1668,8000000.0
823,papu gomez,ar ARG,Sevilla,es La Liga,12,650,0.0,0.14,0.14,0.12,0.07,FW,34.0,4,0,4,13,4,25.0,40.0,24,0.69,2.08,0.0,0.0,22.6,94.4,86.0,76.1,7.0,40.0,14.0,3.0,47.0,5.0,2.0,3.0,0.0,33.3,2.0,4.0,1.0,3.0,5.0,4.29,25.0,2.0,0.0,2.0,1.0,1.0,0.42,3.0,0.0,0.0,0.0,0.0,0.0,1716,4000000.0
824,sergi gomez,es ESP,Espanyol,es La Liga,11,895,0.0,0.0,0.0,0.03,0.01,DF,30.0,0,1,5,2,12,46.0,44.8,2,0.0,0.2,0.0,0.0,7.8,94.3,95.5,56.6,1.0,24.0,1.0,0.0,23.0,11.0,8.0,3.0,0.0,88.9,1.0,8.0,5.0,3.0,56.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1611,2000000.0
826,maxime gonalons,fr FRA,Clermont Foot,fr Ligue 1,9,529,0.17,0.0,0.17,0.07,0.0,MF,33.0,3,0,8,6,4,32.0,83.3,0,0.17,0.51,0.33,1.0,19.7,89.5,95.2,71.4,0.0,24.0,2.0,0.0,27.0,19.0,7.0,10.0,2.0,46.7,8.0,5.0,1.0,4.0,2.0,0.51,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530,1000000.0
828,edgar gonzalez,es ESP,Betis,es La Liga,11,845,0.0,0.0,0.0,0.04,0.0,DF,25.0,4,1,6,8,10,40.0,72.2,0,0.0,0.21,0.0,0.0,7.8,92.4,92.0,69.8,1.0,6.0,0.0,0.0,12.0,13.0,10.0,3.0,0.0,69.2,4.0,7.0,7.0,0.0,54.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763,10000000.0
830,joan gonzalez,es ESP,Lecce,it Serie A,15,1108,0.08,0.16,0.24,0.07,0.09,MF,20.0,4,0,24,26,9,61.0,39.2,13,0.16,0.73,0.11,0.5,14.9,75.0,91.1,47.7,11.0,32.0,5.0,2.0,19.0,23.0,13.0,5.0,5.0,36.0,16.0,19.0,4.0,15.0,20.0,1.62,14.0,0.0,1.0,2.0,3.0,0.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,1545,3000000.0
832,nicolas gonzalez,es ESP,Valencia,es La Liga,12,517,0.17,0.0,0.17,0.15,0.03,MF,20.0,1,0,11,5,4,37.0,50.0,1,0.35,1.57,0.11,0.5,16.6,92.4,92.5,66.7,3.0,52.0,3.0,0.0,23.0,10.0,2.0,5.0,3.0,37.5,5.0,6.0,2.0,4.0,7.0,1.4,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690,23000000.0
833,oumar gonzalez,cm CMR,Ajaccio,fr Ligue 1,11,946,0.0,0.0,0.0,0.02,0.0,DF,24.0,6,0,15,14,23,63.0,50.0,2,0.1,0.48,0.0,0.0,12.6,82.2,91.4,60.4,1.0,11.0,0.0,0.0,21.0,23.0,17.0,4.0,2.0,81.3,3.0,11.0,5.0,6.0,23.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493,2500000.0
836,anthony gordon,eng ENG,Everton,eng Premier League,14,983,0.27,0.0,0.27,0.25,0.05,FW,21.0,6,0,17,15,2,53.0,23.5,19,1.37,2.11,0.13,0.2,16.1,84.3,78.5,41.7,8.0,8.0,10.0,2.0,15.0,28.0,15.0,10.0,3.0,33.3,12.0,17.0,0.0,17.0,10.0,1.83,13.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698,40000000.0
837,leon goretzka,de GER,Bayern Munich,de Bundesliga,11,701,0.39,0.13,0.51,0.33,0.16,MF,27.0,1,0,10,7,7,65.0,78.3,2,0.9,2.82,0.14,0.43,18.9,89.7,80.8,53.6,11.0,28.0,11.0,0.0,33.0,16.0,8.0,7.0,1.0,55.6,8.0,11.0,2.0,9.0,11.0,2.95,14.0,0.0,1.0,7.0,1.0,0.0,0.51,0.0,0.0,1.0,3.0,0.0,0.0,2016,65000000.0
838,andoni gorosabel,es ESP,Real Sociedad,es La Liga,11,713,0.0,0.0,0.0,0.03,0.05,DF,26.0,2,0,5,6,7,28.0,27.8,16,0.0,0.76,0.0,0.0,23.4,92.3,87.2,68.4,5.0,14.0,10.0,3.0,22.0,19.0,11.0,3.0,5.0,75.0,4.0,6.0,0.0,6.0,6.0,1.64,9.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751,10000000.0
840,mario gotze,de GER,Eint Frankfurt,de Bundesliga,15,1249,0.14,0.07,0.22,0.1,0.24,MF,30.0,0,0,10,21,8,88.0,0.0,31,0.36,1.08,0.13,0.4,19.4,85.5,77.4,45.2,20.0,44.0,20.0,5.0,50.0,21.0,6.0,10.0,5.0,30.4,16.0,12.0,0.0,12.0,5.0,3.6,42.0,4.0,0.0,3.0,0.0,1.0,0.65,7.0,0.0,0.0,2.0,0.0,0.0,1787,13000000.0
842,amine gouiri,fr FRA,Rennes,fr Ligue 1,10,788,0.69,0.11,0.8,0.52,0.22,FW,22.0,1,0,15,4,3,20.0,32.1,5,1.26,2.74,0.25,0.55,12.2,82.0,79.6,100.0,15.0,8.0,10.0,3.0,12.0,10.0,2.0,3.0,5.0,14.3,6.0,6.0,0.0,6.0,4.0,4.34,29.0,0.0,1.0,6.0,1.0,1.0,0.46,4.0,0.0,0.0,0.0,0.0,0.0,1743,38000000.0
843,jeffrey gouweleeuw,nl NED,Augsburg,de Bundesliga,14,1196,0.0,0.0,0.0,0.06,0.03,DF,31.0,7,0,12,3,25,81.0,57.8,0,0.15,0.53,0.0,0.0,18.8,71.9,84.8,41.3,5.0,34.0,8.0,0.0,24.0,24.0,11.0,9.0,4.0,63.6,8.0,14.0,9.0,5.0,62.0,1.13,8.0,3.0,2.0,2.0,0.0,0.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0,1619,3500000.0
848,demarai gray,eng ENG,Everton,eng Premier League,15,1284,0.07,0.0,0.07,0.17,0.14,FW,26.0,1,0,8,23,6,58.0,31.8,97,0.77,2.03,0.03,0.09,19.2,89.5,72.0,38.2,20.0,21.0,16.0,6.0,18.0,13.0,2.0,7.0,4.0,66.7,4.0,9.0,1.0,8.0,13.0,3.86,31.0,11.0,3.0,8.0,2.0,0.0,0.21,2.0,1.0,0.0,0.0,0.0,0.0,1698,20000000.0
850,jack grealish,eng ENG,Manchester City,eng Premier League,8,547,0.16,0.0,0.16,0.15,0.19,FW,27.0,0,0,5,17,2,34.0,75.0,16,0.33,1.15,0.14,0.5,14.9,94.9,85.5,58.3,15.0,9.0,11.0,0.0,18.0,5.0,2.0,3.0,0.0,50.0,2.0,1.0,0.0,1.0,0.0,5.43,21.0,3.0,3.0,3.0,3.0,0.0,0.66,3.0,0.0,0.0,0.0,1.0,0.0,2030,70000000.0
852,michael gregoritsch,at AUT,Freiburg,de Bundesliga,15,1113,0.49,0.24,0.73,0.49,0.11,FW,28.0,2,0,14,19,4,33.0,51.1,7,1.86,3.07,0.16,0.26,13.5,63.4,46.8,46.7,10.0,12.0,10.0,1.0,17.0,10.0,2.0,4.0,4.0,22.2,7.0,10.0,2.0,8.0,7.0,3.23,28.0,1.0,1.0,7.0,3.0,0.0,0.48,5.0,0.0,0.0,1.0,0.0,0.0,1787,8000000.0
854,clement grenier,fr FRA,Mallorca,es La Liga,10,404,0.0,0.0,0.0,0.04,0.12,MF,31.0,6,0,13,5,5,24.0,0.0,23,0.22,0.45,0.0,0.0,18.0,86.3,75.0,39.5,6.0,12.0,6.0,2.0,14.0,11.0,3.0,7.0,1.0,71.4,2.0,4.0,0.0,4.0,4.0,2.23,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634,900000.0
855,antoine griezmann,fr FRA,Atlético Madrid,es La Liga,14,773,0.58,0.35,0.93,0.3,0.3,FW,31.0,0,0,7,10,7,45.0,43.8,55,1.51,3.03,0.19,0.38,20.3,88.6,79.4,45.5,23.0,30.0,15.0,5.0,30.0,17.0,4.0,8.0,5.0,33.3,8.0,10.0,1.0,9.0,4.0,5.35,31.0,7.0,3.0,2.0,3.0,0.0,0.47,3.0,1.0,0.0,0.0,0.0,0.0,1789,25000000.0
856,vincenzo grifo,it ITA,Freiburg,de Bundesliga,15,1120,0.72,0.16,0.88,0.47,0.27,FW,29.0,0,0,2,14,8,58.0,42.9,60,1.04,2.41,0.17,0.38,22.3,85.4,82.5,46.4,32.0,45.0,31.0,3.0,60.0,7.0,2.0,4.0,1.0,20.0,8.0,3.0,0.0,3.0,6.0,5.48,47.0,12.0,1.0,6.0,1.0,1.0,0.56,2.0,3.0,0.0,1.0,1.0,0.0,1787,12000000.0
858,christian gross,de GER,Werder Bremen,de Bundesliga,13,903,0.1,0.0,0.1,0.01,0.03,MF,33.0,1,0,26,8,12,61.0,47.6,3,0.1,0.3,0.33,1.0,28.1,87.2,82.7,72.0,4.0,29.0,4.0,1.0,25.0,25.0,7.0,17.0,1.0,48.1,14.0,12.0,3.0,9.0,16.0,1.4,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647,500000.0
859,pascal gross,de GER,Brighton,eng Premier League,14,1192,0.38,0.15,0.53,0.2,0.25,MF,31.0,2,0,8,8,5,30.0,10.0,90,0.68,1.28,0.29,0.56,16.3,86.0,73.9,39.1,26.0,43.0,18.0,2.0,48.0,21.0,10.0,8.0,3.0,33.3,12.0,15.0,3.0,12.0,5.0,3.7,31.0,15.0,0.0,2.0,0.0,1.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,1791,8000000.0
860,ilia gruev,bg BUL,Werder Bremen,de Bundesliga,13,713,0.0,0.0,0.0,0.01,0.03,MF,22.0,1,0,19,4,10,58.0,54.5,6,0.13,0.25,0.0,0.0,19.7,90.8,91.2,69.4,5.0,28.0,4.0,1.0,21.0,18.0,9.0,8.0,1.0,56.3,7.0,12.0,4.0,8.0,8.0,1.51,7.0,4.0,0.0,0.0,1.0,0.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,1647,3000000.0
861,carlos gruezo,ec ECU,Augsburg,de Bundesliga,13,961,0.0,0.0,0.0,0.0,0.03,MF,27.0,5,0,12,9,10,71.0,40.9,2,0.0,0.19,0.0,0.0,32.1,78.8,80.0,57.1,6.0,25.0,6.0,0.0,24.0,21.0,12.0,9.0,0.0,56.3,7.0,13.0,4.0,9.0,15.0,1.12,12.0,0.0,0.0,0.0,0.0,0.0,0.37,4.0,0.0,0.0,0.0,0.0,0.0,1619,4000000.0
863,sergi guardiola,es ESP,Valladolid,es La Liga,11,377,0.0,0.0,0.0,0.23,0.04,FW,31.0,0,0,11,7,2,10.0,50.0,2,0.72,2.39,0.0,0.0,17.8,65.8,61.1,60.0,2.0,1.0,1.0,1.0,4.0,11.0,6.0,4.0,1.0,50.0,2.0,3.0,0.0,3.0,6.0,1.43,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622,2500000.0
864,nemanja gudelj,rs SRB,Sevilla,es La Liga,12,1035,0.17,0.0,0.17,0.08,0.0,DF,31.0,4,0,9,11,10,32.0,69.6,0,0.43,1.57,0.11,0.4,24.2,92.8,94.8,76.6,2.0,46.0,0.0,0.0,25.0,14.0,10.0,3.0,1.0,60.0,4.0,15.0,13.0,2.0,44.0,0.78,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1716,4000000.0
866,goncalo guedes,pt POR,Wolves,eng Premier League,12,689,0.13,0.13,0.26,0.16,0.06,FW,26.0,1,0,10,23,1,34.0,38.9,27,0.78,2.48,0.05,0.17,18.4,84.5,70.4,50.0,9.0,11.0,8.0,2.0,11.0,7.0,3.0,3.0,1.0,57.1,3.0,4.0,0.0,4.0,2.0,3.53,15.0,3.0,1.0,2.0,5.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,1682,32000000.0
868,marc guehi,eng ENG,Crystal Palace,eng Premier League,14,1260,0.0,0.0,0.0,0.02,0.01,DF,22.0,5,0,12,19,18,79.0,54.8,0,0.07,0.29,0.0,0.0,8.9,92.3,94.5,62.4,2.0,48.0,0.0,0.0,38.0,16.0,13.0,3.0,0.0,56.3,7.0,21.0,12.0,9.0,47.0,0.71,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764,35000000.0
869,matteo guendouzi,fr FRA,Marseille,fr Ligue 1,14,1052,0.09,0.17,0.26,0.16,0.08,MF,23.0,2,0,17,22,11,76.0,33.3,13,0.34,1.28,0.07,0.25,17.1,88.4,88.5,76.5,10.0,60.0,16.0,2.0,55.0,18.0,4.0,12.0,2.0,36.8,12.0,5.0,3.0,2.0,8.0,2.57,24.0,1.0,3.0,0.0,1.0,1.0,0.34,3.0,0.0,0.0,0.0,1.0,0.0,1737,25000000.0
870,raphael guerreiro,pt POR,Dortmund,de Bundesliga,12,1030,0.09,0.17,0.26,0.04,0.2,DF,28.0,2,0,3,5,17,86.0,33.3,25,0.44,0.96,0.09,0.2,24.9,90.7,86.3,55.7,14.0,59.0,15.0,4.0,62.0,18.0,8.0,7.0,3.0,60.0,8.0,5.0,1.0,4.0,8.0,2.97,26.0,3.0,1.0,3.0,0.0,1.0,0.26,2.0,1.0,0.0,0.0,0.0,0.0,1802,20000000.0
871,evann guessand,fr FRA,Nantes,fr Ligue 1,14,636,0.14,0.28,0.42,0.2,0.09,FW,21.0,1,0,16,9,0,26.0,39.3,15,0.57,1.42,0.1,0.25,9.7,79.2,68.3,57.1,8.0,13.0,8.0,1.0,15.0,11.0,4.0,5.0,2.0,42.9,4.0,4.0,1.0,3.0,1.0,2.12,8.0,0.0,5.0,1.0,1.0,0.0,0.42,2.0,0.0,1.0,0.0,0.0,0.0,1592,5000000.0
874,josuha guilavogui,fr FRA,Wolfsburg,de Bundesliga,10,454,0.2,0.0,0.2,0.03,0.02,MF,32.0,1,0,15,5,8,31.0,60.7,0,0.2,0.4,0.5,1.0,16.0,80.6,79.2,82.4,3.0,18.0,4.0,0.0,13.0,8.0,0.0,7.0,1.0,20.0,8.0,9.0,6.0,3.0,20.0,1.58,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1731,3000000.0
875,hugo guillamon,es ESP,Valencia,es La Liga,13,916,0.1,0.39,0.49,0.09,0.14,MF,22.0,4,0,22,24,10,58.0,52.2,21,0.1,0.2,0.0,0.0,26.1,89.3,85.5,78.8,19.0,60.0,7.0,0.0,48.0,9.0,4.0,5.0,0.0,16.7,10.0,8.0,1.0,7.0,9.0,3.83,26.0,10.0,0.0,0.0,2.0,1.0,0.49,4.0,1.0,0.0,0.0,0.0,0.0,1690,25000000.0
876,bruno guimaraes,br BRA,Newcastle Utd,eng Premier League,12,992,0.27,0.18,0.45,0.07,0.12,MF,25.0,1,0,17,33,15,105.0,50.0,5,0.36,0.91,0.3,0.75,21.2,90.9,85.8,62.8,16.0,55.0,23.0,1.0,58.0,31.0,6.0,22.0,3.0,60.9,9.0,15.0,3.0,12.0,9.0,3.08,28.0,1.0,0.0,0.0,3.0,2.0,0.54,5.0,0.0,0.0,0.0,0.0,1.0,1842,60000000.0
